Smiles,Change-Energy
CNC(=O)N(C)C(=O)CC#N,-103.88531999999896
Clc1cc(cc(Cl)c1Cl)c2cc(Cl)c(Cl)c(Cl)c2Cl,-110.83321999999998
CC(=O)NCC(=O)Nc1ccccc1,-134.02855999999883
CC(C)(C)C1=NN(C(=O)O1)c2cc(OCC#C)c(Cl)cc2Cl,-182.69677999999973
CCN1C(=O)N(C)c2ncn(C)c2C1=O,-142.64446999999882
CCOC(=O)C(NC=O)=CC=Cc1ccccc1,-167.49290999999945
ClCCC(Cl)O[P](=O)(OC(Cl)CCCl)OC(Cl)CCCl,-146.87309000000099
Clc1cc(Cl)c(Cl)c(c1)c2c(Cl)cc(Cl)c(Cl)c2Cl,-111.04920999999969
Clc1cc(Cl)c(c(Cl)c1Cl)c2c(Cl)c(Cl)cc(Cl)c2Cl,-110.32675000000064
Clc1cc(c(Cl)c(Cl)c1Cl)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl,-109.3634100000004
CCC(CC)Nc1c(cc(C)c(C)c1[N+]([O-])=O)[N+]([O-])=O,-187.10226999999801
COC(C)(C)CCCC(C)C\C=C\C(C)=C\C(=O)OC(C)C,-245.44473999999718
CN(C)c1ncc2nccnc2n1,-123.64534999999908
CCOC(=O)\C=C(C)\C=C\CC(C)CCCC(C)C,-214.9349299999976
CCOC(=O)\C=C(C)\C=C\CC(C)CCCC(C)C,-214.77397999999766
Fc1ccc(cc1)N2C(=O)C(=C(Cl)C2=O)Cl,-110.67217999999956
COc1ccc(cc1C)C(=O)c2cccc(C)c2,-171.95116999999848
NC(=O)NN=C[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,-147.47995999999875
CC1=NN=C(c2ccccc2)C(=O)N1N,-138.0786299999991
Clc1ccc(Cl)c(c1)c2c(Cl)cccc2Cl,-113.36784999999918
Clc1ccc(cc1Cl)c2c(Cl)cccc2Cl,-113.24340999999912
Clc1ccc(Cl)c(c1Cl)c2ccccc2Cl,-113.28445999999941
CCCCc1c(C)nc(NCC)nc1O[S](=O)(=O)N(C)C,-211.614889999998
CCOc1ccc(NC(C)=O)c(C)c1,-140.4212699999989
Cc1cccc2sc3nncn3c12,-113.2057099999995
COc1cc(C=O)c(C)cc1O,-108.78507999999874
CC(C)(C)NCC(O)COc1cccc2C[C@@H](O)[C@@H](O)Cc12,-226.50380999999783
COc1ccc(cc1)[C@@H]2Sc3ccccc3N(CCN(C)C)C(=O)[C@@H]2OC(C)=O,-272.75121000001127
CCO[P](=S)(OCC)Oc1nn(C(C)C)c(Cl)n1,-163.53251999999839
COC(=O)c1cc(Oc2ccc(Cl)cc2Cl)ccc1[N+]([O-])=O,-163.8697500000003
CC(C)CCCC(C)C\C=C\C(C)=C\C(=O)OCC#C,-215.92230999999717
Cc1ccc(NC(=O)NC(C)(C)c2ccccc2)cc1,-201.61779999999862
CN(C(=O)NC(C)(C)c1ccccc1)c2ccccc2,-201.06067999999826
Clc1cc(Cl)c(c(Cl)c1Cl)c2cc(Cl)c(Cl)c(Cl)c2Cl,-110.2160299999996
CCOc1cc(Oc2ccc(cc2Cl)C(F)(F)F)ccc1[N+]([O-])=O,-179.17149000000427
CCCOCC(O)COCCC,-134.03441999999768
CC(C)(C)C(=O)C(Oc1ccc(Cl)cc1)n2cncn2,-182.4681799999994
CC(=O)C(=O)Nc1ccccc1,-109.91228999999883
CN(CCCCC(O)=O)[S](=O)(=O)c1ccccc1,-166.86691999999994
CCCCCOC(=O)c1cccnc1,-140.1378399999985
NCCc1ccc(O)c(c1)[N+]([O-])=O,-115.58885999999892
CN1C(=O)NC(=O)c2nc(C)c(C)nc12,-138.07178999999905
CC1(OC(=O)N(C1=O)c2cc(Cl)cc(Cl)c2)C=C,-141.4049500000001
CC(C)OC(=O)C(C(=O)OC(C)C)=C1SCCS1,-164.7174499999992
COCCN(C(=O)CCl)c1c(C)cccc1C,-164.35288999999875
OC(=O)c1cc(Oc2ccc(cc2Cl)C(F)(F)F)ccc1[N+]([O-])=O,-167.28607000000375
CC(C)(C)c1ccc(cc1)C(O)CCCN2CCC(CC2)C(O)(c3ccccc3)c4ccccc4,-364.1652700000159
O=C1CCCCCCCCCCCCCCN1,-201.2128299999963
CCO[P](C)(=O)SCCN(C(C)C)C(C)C,-177.13201999999728
CCCCCC(=O)NCCNC(=O)CCCCC,-205.03626999999776
CC(=O)O[C@@H](C(O)=O)c1ccccc1,-122.71119999999974
CC1OC1C2OC2C,-78.89937999999894
Cn1c2ccccc2c(C(N)=O)c1C(N)=O,-147.31284999999892
OC(=O)c1ccc(c(c1)C(O)=O)[S](O)(=O)=O,-117.16212999999969
Cc1nn(c2ccccc2)c(N)c1C,-140.02656999999866
CCc1cccc(C)c1N(C(C)COC)C(=O)CCl,-189.6454699999977
CN(C)C1=NC(=O)N(C2CCCCC2)C(=O)N1C,-185.74866999999813
CCCCNC1(CCCCC1)[P](=O)(OCCCC)OCCCC,-263.28281999999757
CCCCSC(SCc1ccc(cc1)C(C)(C)C)=Nc2cccnc2,-252.86009999999808
COC(=O)C(C)Oc1ccc(Oc2ccc(Cl)cc2Cl)cc1,-180.69997999999939
COC(CN(C)C(=O)Nc1sc(nn1)C(C)(C)C)OC,-197.65403999999901
CN=C(NCCSCc1nc[nH]c1C)NC#N,-168.09216999999853
CNC(=O)Oc1ccccc1OC(CCl)OC,-149.52733999999873
C[C@@H]/1CC(=C/CC2C[C@@H](C[C@]3(CC[C@H](C)C(C)O3)O2)OC(=O)[C@@H]4C=C(C)[C@@H](O)[C@H]5OCC(=C\C=C1)/[C@@]45O)/C,-382.4849300000142
CCC1O[C@]2(CCC1C)C[C@@H]3C[C@@H](C\C=C(/C)CC(C)/C=C/C=C/4CO[C@@H]5[C@H](O)C(=C[C@@H](C(=O)O3)[C@]45O)C)O2,-394.9788900000176
O=C(Nc1snnc1)Nc2ccccc2,-129.509399999999
Clc1ccc(Oc2ccccc2)c(Cl)c1,-119.31606999999941
Clc1cc(Cl)c(Cl)c(c1)c2cc(Cl)c(Cl)cc2Cl,-111.77394999999979
CCN1C=C(C(O)=O)C(=O)c2cnc(nc12)N3CCNCC3,-206.69470999999973
O=C1CC=NC=N1,-61.505769999999764
NC(=O)C1(CCCCC1)N2C(=O)c3cccc(Cl)c3C2=O,-186.4714499999991
OC(=O)CSC1CCCCC1,-110.2651899999985
CCC1(C)OC(=O)NC1=O,-93.28752999999891
CC(Oc1ccc2ccccc2c1)C(=O)Nc3ccccc3,-205.76556999999912
CC1(C)[C@@H](C=C(Cl)Cl)[C@H]1C(=O)OCc2cccc(Oc3ccccc3)c2,-227.85865000000058
Clc1cccc(c1Cl)c2ccc(Cl)c(Cl)c2Cl,-112.44587999999928
Clc1ccc(Cl)c(c1)c2c(Cl)c(Cl)cc(Cl)c2Cl,-111.81885000000014
Clc1ccc(Cl)c(c1Cl)c2c(Cl)c(Cl)cc(Cl)c2Cl,-111.11252999999986
Clc1ccc(Cl)c(c1Cl)c2c(Cl)cc(Cl)c(Cl)c2Cl,-111.1193099999996
Clc1cc(Cl)c(Cl)c(c1)c2c(Cl)c(Cl)cc(Cl)c2Cl,-111.04336999999987
Clc1cc(Cl)c(cc1Cl)c2c(Cl)c(Cl)cc(Cl)c2Cl,-111.04966999999986
Clc1cc(Cl)c(cc1Cl)c2c(Cl)cc(Cl)c(Cl)c2Cl,-111.05537000000004
Clc1ccc(c(Cl)c1Cl)c2c(Cl)c(Cl)cc(Cl)c2Cl,-111.00271999999997
Clc1ccc(c(Cl)c1Cl)c2c(Cl)cc(Cl)c(Cl)c2Cl,-111.0077999999994
Clc1cc(Cl)c(cc1Cl)c2cc(Cl)c(Cl)c(Cl)c2,-111.66957999999977
Clc1ccc(Cl)c(c1Cl)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl,-110.26614999999993
Clc1cc(Cl)c(Cl)c(c1)c2cc(Cl)c(Cl)c(Cl)c2Cl,-110.94659999999979
Clc1cc(c(Cl)c(Cl)c1Cl)c2c(Cl)c(Cl)cc(Cl)c2Cl,-110.20975000000044
Clc1cc(Cl)c(cc1Cl)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl,-110.2045700000003
Clc1cc(Cl)c(Cl)c(c1Cl)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl,-109.47179000000051
Clc1ccc(c(Cl)c1Cl)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl,-110.15875000000004
Clc1cc(Cl)c(c(Cl)c1Cl)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl,-109.48081000000002
Clc1cccc(c1Cl)c2c(Cl)c(Cl)cc(Cl)c2Cl,-111.76010999999971
Clc1ccc(Cl)c(c1)c2cc(Cl)c(Cl)c(Cl)c2Cl,-111.71987999999963
Clc1ccc(Cl)c(c1)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl,-110.97419999999966
CC(C)OC(=O)C(C)N(C(=O)c1ccccc1)c2ccc(F)c(Cl)c2,-221.2161500000029
COC(=O)C(C)N(C(=O)c1ccccc1)c2ccc(F)c(Cl)c2,-195.6012999999998
CCCN(CCC)C(=O)SCc1ccccc1,-176.19909999999751
CC1(C)[C@@H](C=C(Br)Br)[C@H]1C(=O)O[C@H](C#N)c2cccc(Oc3ccccc3)c2,-238.93337000000702
CCCCC(O)CN(\N=C/c1oc(cc1)[N+]([O-])=O)C(N)=O,-191.85172999999938
Cc1cc(C)nc(Nc2ccccc2)n1,-148.67564999999874
Clc1ccc(c(Cl)c1)c2ccc(Cl)cc2Cl,-113.32972999999949
Clc1cccc2c(Cl)c(Cl)c(Cl)cc12,-92.90507999999954
Clc1cc(Cl)c2cc(Cl)cc(Cl)c2c1,-93.02981999999977
CC(C)Cc1ccc(cc1)C(C)C(=O)NO,-164.62473999999838
O[S](=O)(=O)c1[nH]ccn1,-68.35213999999996
CC(=O)Nc1cc(N[S](=O)(=O)C(F)(F)F)c(C)cc1C,-162.0223400000041
COCCOc1c(OC)cc(Cc2cnc(N)nc2N)cc1OC,-230.00514999999905
Ic1ccc2COC(=O)c2c1,-84.11791999999923
C\C=C(/Cl)C(O)=O,-55.38850999999954
N[C@@H](C(=O)N[C@H]1[C@H]2SCC(=C(N2C1=O)C(O)=O)Cl)c3ccccc3,-199.71050000000008
CC(C)(NC(=O)c1ccccc1)C(N)=O,-146.58051999999816
COc1ccc(Cl)c(Cl)c1Cl,-75.73022999999944
CC\C=C(/C)C(OC(=O)C1C(C=C(C)C)C1(C)C)C#C,-210.32006999999803
CCCCC(=O)NCCNC(=O)CCCC,-179.72929999999766
CCO[P](=S)(OCC)OC(Cl)C(Cl)(Cl)Cl,-107.281199999999
O=NN1CCCC1=O,-71.3624899999993
CC[C@H](C)[C@@H](NC(C)=O)C(O)=O,-123.7915499999981
CSc1cc(O)cc(O)c1,-87.2016199999996
CCCCSc1cc(O)cc(O)c1,-125.2538799999984
CCCCC(NC(C)=O)C(O)=O,-123.78313999999818
CC(C)(C)C(O)C(Oc1ccc(cc1)c2ccccc2)n3cncn3,-244.0059299999989
Clc1ccccc1c2c(Cl)cc(Cl)c(Cl)c2Cl,-112.5045699999996
CC(C)(C)C(O)C(Oc1ccc(Cl)cc1)n2cncn2,-187.4858399999989
CCCn1cnc2N(C)C(=O)N(CCCCC(C)=O)C(=O)c12,-219.0033099999992
O=C1CN(CC2N1CCc3ccccc23)C(=O)C4CCCCC4,-232.4248499999985
CCN(CC(C)=C)c1c(cc(cc1[N+]([O-])=O)C(F)(F)F)[N+]([O-])=O,-183.081810000006
CC1=C(C)[S](=O)(=O)CC[S]1(=O)=O,-98.13041999999905
Clc1ccccc1c2cc(Cl)c(Cl)c(Cl)c2Cl,-112.39206999999942
CCCO[P](=O)(OCC)OCCC,-137.31473999999844
OC(=O)COc1nc(Cl)c(Cl)cc1Cl,-92.48732000000021
CN1CC(O)N(C1=O)c2sc(nn2)C(C)(C)C,-163.10803999999916
CCCCCCCCSC(=O)Oc1cc(Cl)nnc1c2ccccc2,-233.33610999999928
Clc1ccc(Oc2ccccc2)cc1Cl,-119.31901999999857
Clc1ccc(Cl)c(c2ccccc2)c1Cl,-113.85568999999892
Clc1ccc(c2ccccc2)c(Cl)c1Cl,-113.7562599999992
Clc1ccc2cc(Cl)cc(Cl)c2c1,-93.74372999999923
Clc1ccc2cc(Cl)c(Cl)cc2c1,-93.68980999999941
Clc1ccc(Cl)c2cc(Cl)c(Cl)cc12,-92.9812199999997
CC(C)Oc1cccc(NC(=O)c2ccccc2C)c1,-195.96480999999903
CN(C)C(=O)Nc1cc(on1)C(C)(C)C,-152.67745999999852
CCC(=O)N(c1ccccc1)C2(CCN(CCc3sccc3)CC2)COC,-271.6815199999987
Clc1ccc(c(Cl)c1)c2c(Cl)cc(Cl)c(Cl)c2Cl,-111.83152999999949
CCCC(C)CC(C)O,-111.4808399999979
CC(C)C(O)(c1ccc(OC(F)(F)F)cc1)c2cncnc2,-188.2497300000041
O=CC(=O)Cc1ccccc1,-98.1992699999987
Clc1cc(Cl)c(c(Cl)c1)c2c(Cl)cccc2Cl,-112.72630999999956
Clc1cc(Cl)c(c(Cl)c1)c2ccc(Cl)c(Cl)c2,-112.53758999999992
Clc1cc(Cl)c(c(Cl)c1)c2cc(Cl)cc(Cl)c2,-112.58525999999985
FC1=CN(C(=O)NC1=O)C(=O)Nc2ccccc2,-148.28380000000016
CNC(=O)N1C=C(F)C(=O)NC1=O,-105.45012999999926
CC(C)(C)c1ccc(O[P](=O)(Oc2ccccc2)Oc3ccccc3)cc1,-253.50324000000182
CO[P](=S)(OC)Oc1c(Cl)cc(C)cc1Cl,-126.2501599999996
CSC1=NN=C(C(=O)N1\N=C\C(C)C)C(C)(C)C,-181.9302299999985
COc1c(O)cc(Cl)c(Cl)c1Cl,-81.07146999999895
Clc1cc2oc3c(Cl)c(Cl)c(Cl)cc3c2cc1Cl,-112.1444800000004
Nc1ccc2COC(=O)c2c1,-97.14047999999887
O=C1CCc2cccc3CCN1c23,-125.24704999999905
CCN(C(=O)Oc1cccc(NC(=O)OC(C)C)c1)c2ccccc2,-237.89962999999992
FC(F)(F)c1cccc(c1)C(n2cncn2)(c3ccccc3)c4ccccc4,-239.91802000000644
CN(CCOC(=O)c1ccccc1)C(C)=O,-153.21249999999873
COC(=O)C(C)N(C(=O)c1occc1)c2c(C)cccc2C,-205.46099999999973
COCC(=O)N(C(C)C(=O)OC)c1c(C)cccc1C,-196.0334599999992
CCNC(=O)NC(=O)\C(=N\OC)C#N,-120.29677999999922
CC(C)OC(=O)[C@H](C)N(C(=O)c1ccccc1)c2ccc(F)c(Cl)c2,-221.19007000000332
Cc1ccc(cc1)N=Nc2cc(C)ccc2N,-167.98751999999791
CCC1(CC)C(=NC(=O)NC1=O)N,-129.77938999999833
CC1OC(=O)c2cc(ccc12)[N+]([O-])=O,-112.53184999999941
Cc1cc(ccc1N=Nc2c(Cl)cc(cc2Cl)[N+]([O-])=O)N(CCO)CCO,-227.89677000000663
Nc1c(Br)cc(Br)c(c1Br)[S](O)(=O)=O,-86.0928299999996
CC(N(c1ccc(F)c(Cl)c1)C(=O)c2ccccc2)C(O)=O,-183.34501000000046
Cc1cccc(C)c1N(C2CCOC2=O)C(=O)CCl,-172.76585999999816
COC1OC(CNC(=O)N(CCCl)N=O)C(O)C(O)C1O,-183.58799000000184
Clc1ccc(Oc2ccc(Cl)cc2Cl)cc1,-118.66514999999936
CCCO[P](=O)(OC)OC,-98.98208999999906
NC1=NC(=O)c2ncn(COCCO)c2N1,-144.84903999999915
Clc1cc(Cl)c(c(Cl)c1)c2ccc(Cl)c(Cl)c2Cl,-111.84505999999963
CC(C)C=CCC(O)=O,-94.1480299999985
CSC(/C)=N/OC(=O)N(C)SN(C)C(=O)O\N=C(/C)SC,-183.33667999999943
CN1C=C(c2ccccc2)C(=O)C(=C1)c3cccc(c3)C(F)(F)F,-202.29707000000417
CCOc1ccccc1\C=C\C([O-])=O,-124.50569999999834
Clc1ccc(Cl)c(c1)c2c(Cl)cc(Cl)cc2Cl,-112.66010999999979
Clc1cc(Cl)c(c(Cl)c1)c2cc(Cl)c(Cl)cc2Cl,-111.89400999999998
Clc1cc(Cl)c(c(Cl)c1)c2cc(Cl)c(Cl)c(Cl)c2Cl,-111.05623000000013
CC(C)([S](C)(=O)=O)[S](C)(=O)=O,-95.76135999999906
CN1C=C(I)C=CC1=O,-74.59738999999945
C[C@H](O)C(=O)Nc1c(I)c(C(=O)NC(CO)CO)c(I)c(C(=O)NC(CO)CO)c1I,-253.8434900000084
OC(c1ccc(Cl)cc1)(c2cncnc2)c3ccccc3Cl,-184.0900399999996
Clc1ccc(c(Cl)c1)C2(Cn3cncn3)OCCO2,-156.60040999999907
CCCC1COC(Cn2cncn2)(O1)c3ccc(Cl)cc3Cl,-194.7805299999991
CCC1COC(Cn2cncn2)(O1)c3ccc(Cl)cc3Cl,-181.89478999999986
Clc1cccc(c1)c2c(Cl)cc(Cl)cc2Cl,-113.27073999999949
Clc1cc(Cl)c(c(Cl)c1)c2cccc(Cl)c2Cl,-112.60125999999944
CCO[P](=S)(OCC)Oc1cc(Cl)c(Cl)c(SC)c1,-154.91797999999972
OC(=O)[C@H]1CC[C@@H]([Se][Se]1)C(O)=O,-92.60564999999906
CCSC(C(O)=O)c1ccccc1,-120.29237999999896
CON(C1CCCCC1)C(=O)c2cc(C)oc2C,-181.89645999999766
O[S](=O)(=O)c1c[nH]cn1,-68.48124000000007
CC(Br)C(=O)NCC(=O)NCC(O)=O,-120.94418999999924
FC(F)(F)c1cccc(c1)N2CC(CCl)C(Cl)C2=O,-143.5122200000001
NC(=S)NC#N,-50.001539999999856
Clc1ccc(Oc2ccccc2Cl)cc1Cl,-118.72717999999941
CCC(=O)OC(C)C(=O)OC,-104.94863999999916
CC(C)(SC(=O)N1CCCCC1)c2ccccc2,-183.85424999999802
CC(C)Cc1[nH]ccn1,-99.70622999999887
CN1C=CSC1=Nc2ccc(C)cc2C,-145.89137999999818
CSC(=NC)N(C)C,-87.35628999999857
Clc1cccc(c1Cl)c2c(Cl)cc(Cl)c(Cl)c2Cl,-111.76488999999992
OCCNC(=O)c1cc(O)ccc1O,-125.70686999999864
Nc1c2cc(ccc2c(cc1[S](O)(=O)=O)[S](O)(=O)=O)[S](O)(=O)=O,-165.8448400000043
CNC(=O)OCc1cccc(Cl)c1Cl,-113.63440999999877
COC(=O)C(/C)=C/O[P](=S)(OC)OC,-122.74321999999935
CCCCN(C(N)=O)c1ccccc1,-145.8262999999979
Clc1cc(Cl)c(c(Cl)c1)c2ccccc2Cl,-113.33897999999908
CN(C)C(=O)SCCCCOc1ccccc1,-168.3341999999984
Cc1c(Cl)cc(cc1Cl)C2=NNC(=O)C=C2,-128.66886999999997
CCN(Cc1c(F)cccc1Cl)c2c(cc(cc2[N+]([O-])=O)C(F)(F)F)[N+]([O-])=O,-206.08003000000463
N#CCO/N=C(C#N)/c1ccccc1,-120.54111999999941
OC(c1ccc(F)cc1)(c2cncnc2)c3ccccc3Cl,-185.43401000000043
Clc1ccc(Oc2ccc(Cl)c(Cl)c2)cc1,-118.67801999999985
CCCC(Br)(CCC)C(N)=O,-116.26353999999807
COC(=O)[C@@H](C)N(C(=O)c1ccccc1)c2ccc(F)c(Cl)c2,-195.60148999999998
CC(C)OC(=O)[C@@H](C)N(C(=O)c1ccccc1)c2ccc(F)c(Cl)c2,-221.2301200000029
CC[C@H]1OC[C@@H](COc2ccc(Oc3ccccc3)cc2)O1,-206.99782999999985
CCCN1C(=O)N(C)c2ncn(C)c2C1=O,-155.30144999999857
ClCCN(Cl)CCCl,-62.85003999999889
CCOc1ccc(cc1)C2(CC2(Cl)Cl)C(=O)OC(C#N)c3cccc(Oc4ccccc4)c3,-281.0772600000073
CCOC(=O)N1CCN(CC1)CN2CCN(CC2)C(=O)OCC,-238.2244799999989
CCCCNC(=O)N1C=C(F)C(=O)NC1=O,-143.52745999999888
CO[P](=S)(OC)SCC(=O)N(C(C)C)c1ccc(Cl)cc1,-186.23144
CC1(C)C(C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2)C1(C)C,-247.37666
C[C@H](CCC(=O)NCC(O)=O)[C@H]1CCC2C3[C@@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)C3CC[C@]12C,-341.54622000001564
CCSC1=NN=C(C(=O)N1N)C(C)(C)C,-149.2371099999987
FC(F)(F)Oc1ccc(NC(=O)NC(=O)c2ccccc2Cl)cc1,-183.57127000000582
NC(=O)COC(=O)c1ccccc1,-115.38238999999884
CCNC(=O)COC(=O)c1ccccc1,-140.52678999999898
CCN(CC)C(=O)COC(=O)c1ccccc1,-165.70297999999818
CCNC(C)C(O)=O,-84.80437999999867
CN1C(=O)C(N)C(=S)N(C)C1=O,-106.99279999999908
Clc1ccc(c(Cl)c1)c2ccc(Cl)c(Cl)c2Cl,-112.51154999999926
S=C1N=CNc2nccnc12,-90.94809999999985
CC(=O)OCC(C(OC(C)=O)c1ccccc1)[N+]([O-])=O,-174.1514199999997
CC(=O)OC[C@H]([C@@H](OC(C)=O)c1ccccc1)[N+]([O-])=O,-174.2069600000004
Clc1ccc(CN(C2CCCC2)C(=O)Nc3ccccc3)cc1,-220.7966299999985
CC(C)[C@@H](C(=O)O[C@@H](C#N)c1cccc(Oc2ccccc2)c1)c3ccc(Cl)cc3,-270.28944000000956
CCCC(Cn1cncn1)c2ccc(Cl)cc2Cl,-163.919069999999
CC(C)Oc1cccc(NC(=O)c2ccccc2C(F)(F)F)c1,-197.994320000007
CCOC(=O)C(C)Oc1ccc(Oc2oc3cc(Cl)ccc3n2)cc1,-211.9291000000021
Clc1cccc(Oc2ccc(Cl)c(Cl)c2)c1,-118.6998799999992
CC1(C)[C@@H](C(Br)C(Br)(Br)Br)[C@H]1C(=O)O[C@H](C#N)c2cccc(Oc3ccccc3)c2,-241.54179000000752
CCCC(Br)C(=O)NC(N)=O,-102.29704999999876
CN(C)C1CCCC=CCC1,-128.52379999999766
CNC(=O)Sc1ccc(O[S](C)(=O)=O)cc1,-132.39518999999927
CC1(CCCC1=O)C#N,-89.12796999999931
Cc1cccc(C)c1N(Cn2cccn2)C(=O)CCl,-177.48921999999808
CCC(CC)(CC)NC(N)=O,-128.5246999999979
CC(CN1CC(C)OC(C)C1)Cc2ccc(cc2)C(C)(C)C,-248.3104099999973
CC1(C)[C@@H](C=C(Cl)Cl)[C@H]1C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2,-240.48970000000918
CC1(C)CNC(=NC1)N\N=C(/C=C/c2ccc(cc2)C(F)(F)F)\C=C\c3ccc(cc3)C(F)(F)F,-301.17468000000645
Clc1cc2c(oc3c(Cl)c(Cl)c(Cl)c(Cl)c23)c(Cl)c1Cl,-110.53587000000016
CC(CN1C[C@H](C)O[C@H](C)C1)Cc2ccc(cc2)C(C)(C)C,-248.0743699999971
Brc1cc2oc3cc(Br)c(Br)cc3c2cc1Br,-109.97421000000031
CCCN(CCOc1c(Cl)cc(Cl)cc1Cl)C(=O)n2ccnc2,-194.15635999999904
CCOC(=O)CN(N=O)C(N)=O,-105.63002999999935
Brc1ccc(Br)c(c1)c2cc(Br)c(Br)cc2Br,-108.63474999999971
CCCC(O)C=C,-80.53541999999925
O=C1NC=Cc2cccnc12,-97.65142999999945
Clc1cc(Cl)c(cc1OCC#C)N2N=C3CCCCN3C2=O,-183.3768
CC1(C)C(\C=C(/Cl)C(F)(F)F)C1C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2,-256.1252700000068
CC(=O)OCCN(CCC#N)c1ccc(cc1)N=Nc2sc3cc(ccc3n2)[N+]([O-])=O,-266.7390000000087
Clc1cc(NC(=O)Nc2ccccc2)ccn1,-148.2853099999993
Clc1ccc(c(Cl)c1)c2c(Cl)cccc2Cl,-113.37501999999904
Clc1ccc(c(Cl)c1)c2c(Cl)ccc(Cl)c2Cl,-112.61387999999944
Clc1ccc(c(Cl)c1)c2cc(Cl)cc(Cl)c2Cl,-112.54803999999922
Clc1cc(Cl)cc(c1)c2c(Cl)ccc(Cl)c2Cl,-112.53277999999908
Clc1ccc(cc1)c2c(Cl)c(Cl)cc(Cl)c2Cl,-112.44956999999931
Clc1cc(Cl)cc(c1)c2cc(Cl)c(Cl)cc2Cl,-112.48672999999962
Clc1ccc(Cl)c(c1)c2c(Cl)cc(Cl)c(Cl)c2Cl,-111.82315999999993
Clc1cc(c(Cl)c(Cl)c1Cl)c2c(Cl)cccc2Cl,-111.76786000000038
Clc1cc(Cl)c(Cl)c(c1)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl,-110.19807000000036
CCOC(=O)CNc1nc(Cl)nc(NC(C)C)n1,-170.32778999999937
COc1ccc(NC(=N)Nc2ccc(OC)cc2)cc1,-190.6891899999987
CC1(C)C(C=C(Cl)Cl)C1C(=O)OC(C#N)c2ccc(F)c(Oc3ccccc3)c2,-241.00935000000663
CC[S](=O)(=O)Oc1ccc2OCC(C)(C)c2c1,-155.66153999999915
CC(=O)NC(=O)COC(=O)c1ccccc1,-141.13241999999946
CCCOCC(=Nc1ccc(Cl)cc1C(F)(F)F)n2ccnc2,-192.0287800000051
Clc1ccc(Oc2ccccc2Cl)c(Cl)c1,-118.71798999999963
CC(C)N1C(=O)N(CSC1=NC(C)(C)C)c2ccccc2,-212.8038899999989
Nc1c(Cl)c(F)nc(OCC(O)=O)c1Cl,-104.99389999999948
CC(C)C(Nc1ccc(cc1Cl)C(F)(F)F)C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2,-295.843480000005
OCC(Cl)(Cl)Br,-32.27081999999973
Clc1cccc(c1)N(C2CCOC2=O)C(=O)C3CC3,-166.74337999999898
CC(CC(C)(C(O)=O)C(O)=O)C(O)=O,-124.35637999999926
OC(=O)c1occ(Cl)c1Cl,-61.562709999999704
Clc1cc(Cl)cc(c1)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl,-110.90195999999969
COC(=O)C(C)Oc1ccc(Oc2ncc(cc2Cl)C(F)(F)F)cc1,-194.29812000000493
CCCCOC(=O)C(C)Oc1ccc(Oc2ccc(cn2)C(F)(F)F)cc1,-233.14173000000665
COC(=O)c1ccc(C)cc1C2=NC(C)(C(C)C)C(=O)N2,-204.5063299999992
COC(=O)c1cc(C)ccc1C2=NC(C)(C(C)C)C(=O)N2,-204.45227999999904
CC(C)C(C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1)c3ccc(OC(F)F)cc3,-289.9971800000094
CCCCCCCCOC(=O)c1cccnc1,-178.09534999999778
Clc1ccc(Cl)c(c1Cl)c2ccccc2Cl,-113.28474999999935
Clc1ccc(Cl)c(c1)c2cccc(Cl)c2Cl,-113.25055999999952
Clc1ccccc1c2cc(Cl)c(Cl)cc2Cl,-113.23424999999908
Clc1ccccc1c2cc(Cl)c(Cl)c(Cl)c2,-113.11404999999922
Clc1ccc(Cl)c(c1)c2cc(Cl)c(Cl)c(Cl)c2,-112.43777
CCSC(=S)NC(C)C(O)=O,-98.98679999999857
ClCCN(CCCl)[P]1(=O)NCCCCO1,-140.83865999999898
CCCc1sc(N[S](=O)(=O)c2ccc(N)cc2)nn1,-168.81821999999917
CCOC(=O)[C@@H](C)Oc1ccc(Oc2oc3cc(Cl)ccc3n2)cc1,-211.93787000000248
Cn1nc(C)c(C(=O)c2ccc(Cl)cc2Cl)c1OCC(=O)c3ccccc3,-226.761610000006
COC(=O)C(C)N(C(=O)Cc1ccccc1)c2c(C)cccc2C,-233.96250999999938
CC1(C)C(C=C(Cl)Cl)C1C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2,-240.4331900000097
NC(=O)C(=NO)C(N)=O,-75.45778999999925
OC(=O)C(Br)=C(Br)Br,-38.56832000000009
